time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-20,20.7,13.4,26.7,0.0,,,6.2,,1010.6,
2022-01-21,21.8,16.4,30.2,1.6,,,9.9,,1007.9,
2022-01-22,22.7,16.1,30.1,0.4,,,5.8,,1006.6,
2022-01-23,23.2,16.8,28.8,1.6,,,7.3,,1010.0,
2022-01-24,22.1,17.9,27.7,5.8,,,6.8,,1011.3,
2022-01-25,21.9,17.8,27.1,11.2,,,6.7,,1009.3,
2022-01-26,19.8,16.6,28.7,22.6,,,7.8,,1014.7,
2022-01-27,18.3,15.7,25.4,21.2,,,8.6,,1019.4,
2022-01-28,19.7,15.6,24.9,0.1,,,5.5,,1013.2,
2022-01-29,21.5,14.8,30.3,0.4,,,6.1,,1009.7,
2022-01-30,22.5,16.4,28.2,0.0,,,7.1,,1008.0,
2022-01-31,20.1,14.9,25.4,3.0,,,13.6,,1012.8,
2022-02-01,22.1,15.1,31.9,0.0,,,7.1,,1008.6,
2022-02-02,22.1,17.9,30.2,0.2,,,8.0,,1009.6,
2022-02-03,19.5,15.5,25.4,5.7,,,7.5,,1011.6,
2022-02-04,18.7,14.8,26.7,4.9,,,7.1,,1012.7,
2022-02-05,14.3,12.3,15.5,14.5,,,8.4,,1019.7,
2022-02-06,15.2,8.4,22.4,0.0,,,7.6,,1019.5,
2022-02-07,19.2,11.9,27.4,0.0,,,6.6,,1016.0,
2022-02-08,22.2,14.5,30.3,0.0,,,7.4,,1012.7,
2022-02-09,22.8,14.3,31.4,0.0,,,8.3,,1008.3,
2022-02-10,21.7,16.9,29.2,2.3,,,9.6,,1006.2,
2022-02-11,16.8,13.9,22.4,11.2,,,11.7,,1016.9,
2022-02-12,16.5,12.8,21.2,0.0,,,9.3,,1021.2,
2022-02-13,17.6,10.2,25.8,0.0,,,7.2,,1013.3,
2022-02-14,22.2,12.8,30.2,0.0,,,8.2,,1010.2,
2022-02-15,23.6,14.7,31.3,0.1,,,6.8,,1009.3,
2022-02-16,22.7,17.8,28.5,0.0,,,11.1,,1013.9,
2022-02-17,21.9,14.9,28.8,0.0,,,8.1,,1015.2,
2022-02-18,23.2,17.1,30.3,0.1,,,6.4,,1008.3,
2022-02-19,22.0,17.0,27.3,0.2,,,11.1,,1009.3,
2022-02-20,18.1,14.0,23.0,4.6,,,7.8,,1010.8,
2022-02-21,14.5,13.4,16.8,25.1,,,8.4,,1016.8,
2022-02-22,15.4,12.8,19.9,8.9,,,5.5,,1017.4,
2022-02-23,15.7,13.4,19.8,15.2,,,5.5,,1010.4,
2022-02-24,15.1,9.4,20.6,2.5,,,8.8,,1012.8,
2022-02-25,16.3,10.8,22.5,0.0,,,8.0,,1013.2,
2022-02-26,19.9,12.9,27.1,0.0,,,6.3,,1009.5,
2022-02-27,20.4,15.8,25.4,1.1,,,8.3,,1009.7,
2022-02-28,18.3,13.1,23.7,0.2,,,7.2,,1014.9,
2022-03-01,19.6,11.6,27.0,0.0,,,4.7,,1011.6,
2022-03-02,20.4,14.9,26.7,0.0,,,9.8,,1012.4,
2022-03-03,20.9,13.7,28.2,1.9,,,6.7,,1009.3,
2022-03-04,21.5,16.6,26.9,4.4,,,7.8,,1009.9,
2022-03-05,17.4,14.5,20.4,10.5,,,10.9,,1012.9,
2022-03-06,17.5,12.7,23.5,0.0,,,6.5,,1007.8,
2022-03-07,18.0,12.1,24.7,0.0,,,7.5,,1010.6,
2022-03-08,18.8,10.9,26.5,0.0,,,5.9,,1009.3,
2022-03-09,18.0,14.5,22.7,0.0,,,11.1,,1014.3,
2022-03-10,16.5,10.0,23.0,0.0,,,6.6,,1017.3,
2022-03-11,16.2,12.9,18.5,0.0,,,7.8,,1020.2,
2022-03-12,17.4,10.5,24.4,0.0,,,5.3,,1015.0,
2022-03-13,18.7,12.9,24.4,1.4,,,8.9,,1018.1,
2022-03-14,20.4,12.1,29.1,0.0,,,5.2,,1014.7,
2022-03-15,20.4,14.3,27.1,0.0,,,7.8,,1015.2,
2022-03-16,21.6,15.0,29.0,0.0,,,6.6,,1008.5,
2022-03-17,19.5,15.4,23.7,0.0,,,11.2,,1010.6,
2022-03-18,14.9,12.1,18.8,0.1,,,6.9,,1019.7,
2022-03-19,14.9,9.1,21.5,0.0,,,6.9,,1018.1,
2022-03-20,15.5,10.0,22.3,0.0,,,5.9,,1014.5,
2022-03-21,16.1,8.5,23.8,0.0,,,5.9,,1011.1,
2022-03-22,18.0,12.5,24.1,0.0,,,8.1,,1011.3,
2022-03-23,16.6,9.9,26.5,0.0,,,9.8,,1005.5,
2022-03-24,11.4,3.7,20.1,0.0,,,6.3,,1018.9,
2022-03-25,13.9,7.5,20.4,0.0,,,5.3,,1017.8,
2022-03-26,15.1,7.3,23.7,0.0,,,6.3,,1011.6,
2022-03-27,17.2,8.8,25.9,0.0,,,6.2,,1011.3,
