time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-20,26.5,21.8,31.4,0.0,,,18.4,,1007.0,
2023-01-21,25.5,19.6,29.2,0.3,,,14.8,,1009.3,
2023-01-22,26.9,21.5,31.1,0.0,,,16.3,,1009.8,
2023-01-23,26.8,19.5,31.5,0.0,,,11.9,,1008.1,
2023-01-24,27.1,19.9,34.4,0.7,,,16.4,,1005.0,
2023-01-25,24.6,16.8,33.4,0.0,,,15.0,,1008.3,
2023-01-26,25.4,18.8,29.6,0.6,,,13.2,,1005.5,
2023-01-27,23.8,18.8,29.8,1.0,,,19.5,,1013.0,
2023-01-28,25.0,17.8,27.3,0.0,,,10.6,,1014.8,
2023-01-29,24.1,17.1,30.9,2.0,,,9.1,,1013.8,
2023-01-30,25.4,17.1,30.9,0.0,,,9.4,,1008.6,
2023-01-31,27.6,22.2,32.7,6.2,,,12.1,,1010.4,
2023-02-01,19.5,17.7,21.8,9.7,,,14.7,,1015.0,
2023-02-02,22.7,17.1,24.9,0.8,,,10.2,,1016.8,
2023-02-03,23.6,20.2,28.5,0.0,,,10.9,,1018.6,
2023-02-04,23.6,15.8,26.8,0.0,,,10.2,,1018.2,
2023-02-05,25.4,16.6,33.1,0.0,,,10.3,,1010.6,
2023-02-06,27.2,15.2,33.6,0.0,,,12.9,,1009.5,
2023-02-07,27.7,19.1,33.2,0.0,,,12.8,,1009.2,
2023-02-08,27.2,20.3,34.5,0.0,,,14.1,,1009.0,
2023-02-09,26.6,17.6,33.3,0.0,,,11.0,,1009.7,
2023-02-10,27.1,18.8,33.0,0.0,,,12.6,,1008.8,
2023-02-11,27.4,18.6,34.3,0.0,,,12.7,,1005.7,
2023-02-12,28.9,20.6,34.4,0.0,,,13.1,,1001.8,
2023-02-13,25.2,20.3,34.0,0.0,,,14.4,,1006.8,
2023-02-14,23.2,17.1,28.2,0.0,,,15.9,,1008.5,
2023-02-15,24.0,15.6,30.8,0.0,,,10.0,,1006.2,
2023-02-16,22.2,18.8,32.1,0.0,,,18.0,,1008.0,
2023-02-17,12.1,8.1,23.8,0.0,,,16.6,,1021.7,
2023-02-18,13.8,4.3,21.9,0.0,,,13.7,,1017.7,
2023-02-19,18.6,9.1,26.6,0.0,,,10.1,,1013.4,
2023-02-20,21.5,13.2,27.6,0.0,,,10.2,,1011.6,
2023-02-21,23.7,15.4,29.7,0.7,,,12.4,,1009.7,
2023-02-22,25.9,17.0,31.3,1.6,,,12.1,,1010.9,
2023-02-23,25.4,16.6,32.2,0.0,,,13.4,,1013.8,
2023-02-24,25.2,18.1,30.0,0.7,,,12.9,,1011.4,
2023-02-25,25.0,15.8,30.6,0.7,,,14.0,,1008.8,
2023-02-26,20.5,14.0,30.1,3.0,,,12.9,,1016.0,
2023-02-27,22.9,12.8,28.5,0.0,,,12.0,,1014.8,
2023-02-28,26.4,17.7,31.6,0.0,,,11.3,,1010.5,
2023-03-01,24.7,15.7,33.6,2.0,,,12.4,,1010.1,
2023-03-02,23.7,17.0,32.5,0.0,,,12.6,,1009.8,
2023-03-03,26.9,20.5,32.9,0.1,,,12.9,,1005.7,
2023-03-04,24.9,18.8,33.6,0.3,,,15.2,,1012.1,
2023-03-05,26.0,18.8,32.9,0.0,,,13.8,,1008.5,
2023-03-06,24.6,20.8,33.0,0.9,,,12.0,,1006.3,
2023-03-07,22.3,14.3,28.9,0.0,,,11.5,,1009.4,
2023-03-08,25.4,17.2,29.3,0.0,,,15.7,,1008.5,
2023-03-09,23.9,18.3,31.7,1.0,,,13.0,,1011.0,
2023-03-10,23.6,20.2,28.2,0.0,,,13.1,,1013.1,
2023-03-11,26.1,19.2,30.0,0.8,,,11.3,,1009.2,
2023-03-12,26.5,22.4,32.6,1.0,,,13.6,,1009.2,
2023-03-13,20.6,18.4,22.3,2.1,,,12.5,,1012.5,
2023-03-14,22.9,18.2,28.0,0.0,,,10.6,,1011.1,
2023-03-15,24.7,17.2,29.5,0.0,,,10.1,,1012.1,
2023-03-16,22.7,16.4,30.8,48.0,,,12.2,,1013.0,
2023-03-17,25.4,17.8,26.4,0.0,,,12.7,,1013.8,
2023-03-18,21.9,20.2,30.1,0.0,,,11.1,,1014.2,
2023-03-19,17.9,15.6,21.9,0.5,,,8.5,,1015.4,
2023-03-20,18.4,15.6,20.2,0.0,,,7.2,,1016.0,
2023-03-21,19.5,16.4,22.4,0.8,,,9.1,,1016.0,
2023-03-22,20.8,16.2,25.1,0.3,,,10.5,,1016.8,
2023-03-23,19.7,16.2,24.7,1.0,,,8.6,,1017.3,
2023-03-24,21.1,15.8,23.1,1.0,,,9.1,,1016.2,
2023-03-25,20.5,15.8,26.3,0.0,,,10.0,,1017.8,
2023-03-26,19.5,15.8,26.3,0.5,,,10.3,,1019.4,
2023-03-27,21.9,15.8,25.2,0.0,,,10.0,,1010.4,
