time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-20,21.0,11.8,27.8,1.5,,,6.3,,1010.6,
2022-01-21,25.0,19.2,26.7,3.7,,,9.1,,1007.8,
2022-01-22,25.9,19.5,31.1,0.5,,,5.8,,1006.4,
2022-01-23,25.3,18.8,29.1,0.1,,,7.3,,1010.1,
2022-01-24,24.4,21.3,28.8,1.2,,,6.6,,1010.9,
2022-01-25,23.2,19.5,27.9,12.2,,,8.6,,1009.2,
2022-01-26,23.5,16.9,24.7,3.8,,,8.9,,1014.1,
2022-01-27,19.5,14.8,20.4,59.9,,,11.0,,1019.1,
2022-01-28,21.4,14.7,23.0,0.9,,,4.7,,1013.5,
2022-01-29,24.4,17.2,26.1,0.7,,,5.2,,1010.1,
2022-01-30,26.0,18.0,27.8,0.0,,,5.3,,1008.0,
2022-01-31,23.1,18.2,25.1,2.1,,,9.5,,1012.8,
2022-02-01,24.6,16.0,29.8,0.0,,,6.5,,1008.5,
2022-02-02,24.3,19.3,26.3,2.8,,,7.8,,1009.8,
2022-02-03,21.1,16.0,24.3,3.0,,,8.8,,1011.3,
2022-02-04,21.8,15.8,22.2,2.9,,,8.1,,1012.5,
2022-02-05,16.1,13.8,17.9,4.9,,,7.6,,1019.9,
2022-02-06,17.7,9.2,21.1,0.0,,,6.5,,1019.7,
2022-02-07,21.5,13.4,24.5,0.0,,,5.7,,1016.2,
2022-02-08,24.4,15.7,29.2,0.0,,,7.2,,1013.1,
2022-02-09,24.6,15.3,29.5,0.3,,,8.4,,1008.4,
2022-02-10,25.1,17.2,28.9,2.1,,,13.0,,1005.8,
2022-02-11,19.8,16.4,20.3,5.1,,,16.7,,1016.4,
2022-02-12,17.0,10.8,20.1,1.5,,,7.4,,1021.4,
2022-02-13,19.6,10.4,24.2,0.0,,,6.3,,1013.5,
2022-02-14,23.5,14.7,29.1,0.0,,,5.1,,1010.4,
2022-02-15,24.8,15.1,30.5,0.0,,,5.4,,1009.6,
2022-02-16,26.1,19.5,29.2,0.0,,,12.9,,1013.4,
2022-02-17,23.7,15.5,27.2,0.0,,,7.6,,1015.2,
2022-02-18,23.8,15.7,29.2,0.0,,,6.3,,1008.5,
2022-02-19,23.2,15.6,26.8,0.1,,,11.6,,1009.2,
2022-02-20,21.9,14.4,25.2,0.9,,,8.7,,1009.8,
2022-02-21,16.6,13.8,17.7,5.3,,,11.0,,1016.3,
2022-02-22,15.7,12.2,18.7,2.2,,,7.1,,1017.4,
2022-02-23,17.9,14.4,20.1,3.6,,,6.0,,1010.3,
2022-02-24,17.7,10.1,20.3,3.7,,,8.6,,1013.0,
2022-02-25,20.5,12.4,23.1,0.0,,,6.0,,1012.7,
2022-02-26,23.5,14.8,28.2,0.0,,,6.6,,1009.4,
2022-02-27,23.8,18.8,25.5,0.0,,,9.1,,1009.6,
2022-02-28,22.2,15.3,24.6,0.3,,,7.2,,1014.5,
2022-03-01,22.1,14.2,29.1,0.0,,,6.2,,1011.2,
2022-03-02,22.6,14.7,26.4,0.0,,,6.3,,1012.3,
2022-03-03,25.2,17.6,29.2,0.0,,,6.5,,1008.8,
2022-03-04,24.2,18.8,27.5,1.3,,,8.0,,1009.5,
2022-03-05,20.9,18.6,20.8,2.6,,,12.3,,1012.3,
2022-03-06,19.9,14.6,24.8,0.0,,,5.0,,1007.7,
2022-03-07,20.8,15.4,23.5,5.6,,,6.4,,1011.0,
2022-03-08,21.2,12.9,26.1,0.0,,,5.2,,1009.2,
2022-03-09,20.4,14.0,23.9,0.0,,,12.9,,1013.9,
2022-03-10,18.3,10.6,22.8,0.0,,,7.5,,1017.1,
2022-03-11,17.7,14.0,20.1,0.0,,,6.2,,1020.0,
2022-03-12,19.4,11.5,25.1,0.0,,,5.6,,1014.8,
2022-03-13,20.7,14.3,25.6,0.0,,,9.8,,1017.8,
2022-03-14,22.5,13.8,29.5,0.0,,,7.3,,1014.7,
2022-03-15,23.0,14.7,26.8,0.0,,,6.0,,1015.2,
2022-03-16,23.5,16.3,29.7,0.0,,,7.6,,1008.5,
2022-03-17,22.5,17.4,24.5,0.0,,,14.4,,1010.0,
2022-03-18,18.1,13.8,18.7,0.2,,,5.5,,1019.6,
2022-03-19,16.7,9.9,20.6,0.0,,,6.6,,1018.0,
2022-03-20,17.8,9.8,20.6,0.0,,,6.5,,1014.9,
2022-03-21,18.0,9.1,23.6,0.0,,,6.5,,1010.9,
2022-03-22,20.1,12.2,23.0,0.0,,,7.6,,1011.2,
2022-03-23,20.4,13.6,28.3,0.4,,,8.7,,1005.3,
2022-03-24,13.7,5.5,19.0,0.0,,,8.7,,1018.3,
2022-03-25,14.8,7.8,20.0,0.0,,,7.6,,1017.9,
2022-03-26,17.4,8.4,23.4,0.0,,,8.7,,1011.7,
2022-03-27,20.2,11.3,26.2,0.0,,,6.5,,1011.1,
