time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-01-20,25.9,18.1,29.8,0.9,,,13.6,,1012.1,
2024-01-21,26.0,18.7,33.3,1.1,,,8.4,,1015.3,
2024-01-22,23.6,14.7,30.6,210.1,,,10.4,,1016.7,
2024-01-23,26.4,18.1,30.2,0.0,,,12.0,,1012.7,
2024-01-24,27.6,18.4,33.4,0.0,,,12.2,,1010.8,
2024-01-25,28.0,18.6,34.6,0.0,,,12.7,,1009.6,
2024-01-26,28.3,20.3,35.0,0.3,,,10.4,,1009.9,
2024-01-27,27.1,20.8,34.6,0.8,,,11.7,,1010.5,
2024-01-28,29.0,19.9,32.5,0.2,,,10.3,,1009.9,
2024-01-29,28.8,20.5,35.3,0.0,,,12.0,,1010.5,
2024-01-30,29.9,21.3,34.4,0.0,,,13.6,,1010.3,
2024-01-31,29.0,20.3,35.7,0.3,,,11.9,,1011.5,
2024-02-01,30.0,22.5,34.6,0.0,,,13.0,,1011.1,
2024-02-02,30.2,22.5,36.2,0.0,,,10.1,,1009.4,
2024-02-03,26.9,21.8,36.9,4.1,,,15.4,,1012.4,
2024-02-04,25.9,20.3,31.6,0.0,,,14.3,,1012.5,
2024-02-05,27.0,20.7,34.1,0.0,,,13.0,,1008.8,
2024-02-06,27.5,18.5,36.7,0.0,,,11.2,,1009.3,
2024-02-07,28.5,20.6,32.1,0.6,,,12.2,,1008.3,
2024-02-08,25.6,21.3,28.5,5.2,,,17.9,,1009.8,
2024-02-09,22.7,20.3,29.1,0.8,,,9.6,,1011.9,
2024-02-10,22.9,20.3,25.5,2.0,,,13.5,,1012.6,
2024-02-11,25.1,20.5,29.8,0.0,,,10.9,,1009.9,
2024-02-12,25.2,21.3,30.5,5.5,,,18.7,,1016.3,
2024-02-13,22.2,14.2,28.6,0.0,,,10.9,,1020.9,
2024-02-14,24.1,15.6,28.7,0.0,,,11.1,,1015.0,
2024-02-15,24.2,16.3,30.9,0.0,,,10.1,,1012.5,
2024-02-16,27.2,18.7,32.6,0.0,,,10.3,,1010.3,
2024-02-17,27.6,19.6,33.9,5.3,,,15.9,,1010.8,
2024-02-18,24.5,17.2,32.6,25.9,,,15.1,,1016.0,
2024-02-19,25.5,18.0,29.9,0.0,,,10.4,,1012.8,
2024-02-20,27.3,19.7,30.7,0.0,,,9.0,,1008.4,
2024-02-21,27.1,20.2,33.6,0.1,,,11.5,,1007.9,
2024-02-22,22.5,19.8,31.6,3.0,,,17.8,,1007.4,
2024-02-23,21.1,14.7,23.2,0.0,,,13.9,,1017.6,
2024-02-24,21.9,15.5,24.4,0.8,,,10.5,,1018.6,
2024-02-25,22.0,15.1,28.4,0.0,,,9.6,,1017.1,
2024-02-26,24.9,18.3,28.1,0.2,,,8.3,,1013.7,
2024-02-27,25.1,18.3,27.6,1.1,,,9.1,,1011.7,
2024-02-28,25.5,19.4,31.3,0.2,,,11.9,,1010.8,
2024-02-29,23.7,19.3,29.7,3.3,,,10.6,,1014.7,
2024-03-01,24.8,20.7,29.2,0.0,,,8.7,,1011.1,
2024-03-02,22.7,18.5,26.5,0.4,,,16.0,,1013.1,
2024-03-03,22.2,16.7,25.4,0.0,,,10.3,,1016.9,
2024-03-04,21.8,14.1,30.1,0.0,,,9.6,,1016.4,
2024-03-05,22.6,16.7,28.1,0.0,,,10.4,,1015.6,
2024-03-06,23.7,16.0,27.5,0.0,,,9.9,,1009.3,
2024-03-07,24.4,17.6,30.1,0.0,,,8.8,,1008.1,
2024-03-08,25.4,17.7,31.1,0.0,,,11.0,,1005.5,
2024-03-09,23.8,21.0,32.9,0.2,,,15.4,,1011.8,
2024-03-10,22.7,19.1,28.2,0.0,,,10.0,,1009.4,
2024-03-11,26.4,20.8,30.3,0.0,,,13.1,,1008.6,
2024-03-12,26.6,20.7,32.9,0.3,,,13.0,,1007.6,
2024-03-13,25.9,20.5,32.8,0.0,,,14.5,,1009.7,
2024-03-14,23.4,18.3,30.3,0.0,,,13.1,,1010.4,
2024-03-15,21.8,13.3,26.7,0.0,,,10.8,,1009.4,
2024-03-16,21.7,14.6,29.0,0.0,,,10.5,,1009.2,
2024-03-17,22.1,18.2,27.5,0.0,,,9.3,,1008.9,
2024-03-18,21.2,17.7,26.1,0.0,,,11.6,,1008.6,
2024-03-19,21.5,15.9,27.8,0.0,,,9.4,,1006.5,
2024-03-20,24.7,17.1,32.1,0.3,,,18.6,,1001.8,
2024-03-21,16.3,11.7,32.2,0.3,,,11.3,,1019.5,
2024-03-22,18.4,10.5,24.3,0.0,,,10.0,,1016.9,
2024-03-23,20.3,11.4,27.5,0.0,,,8.4,,1011.8,
2024-03-24,22.9,14.9,26.7,0.0,,,12.3,,1015.0,
2024-03-25,23.5,16.2,26.9,0.0,,,11.0,,1014.8,
2024-03-26,23.5,18.3,29.1,0.0,,,11.0,,1012.4,
2024-03-27,24.3,20.1,27.9,5.6,,,9.6,,1014.9,
